citizenId,age,gender,archetype,socialCreditScore,trust,fear,altruism,ambition,curiosity,routine,riskAverse,techSavvy,socialEngagement,healthConsciousness
ALPHA-52-015,38,Female,The Ambitious Entrepreneur,48.7945,0.2996,0.1953,0.4419,0.9345,0.7340,0.6050,0.3012,0.6137,0.7675,0.4223
ALPHA-67-300,20,Male,The Cautious Observer,56.4630,0.4007,0.7219,0.1956,0.7554,0.3477,0.6097,0.7580,0.5822,0.1779,0.5581
ALPHA-38-236,52,Female,The Idealistic Activist,54.1593,0.5384,0.4314,0.7256,0.3265,0.7935,0.4767,0.3722,0.5408,0.8028,0.4234
ALPHA-06-747,24,Female,The Idealistic Activist,63.2604,0.8499,0.8141,0.9717,0.4354,0.8213,0.1503,0.4906,0.7311,0.7119,0.6912
ALPHA-06-542,40,Female,The Cautious Observer,73.7167,0.3742,0.8136,0.4849,0.6776,0.2179,0.7021,0.8806,0.2550,0.1476,0.8547
ALPHA-33-977,33,Female,The Cautious Observer,70.6210,0.4375,0.6553,0.7223,0.3886,0.3103,0.6126,0.8161,0.8388,0.3059,0.7696
ALPHA-49-826,53,Male,The Idealistic Activist,59.4098,0.8237,0.4150,0.7714,0.6481,0.6153,0.2303,0.2655,0.1703,0.6772,0.2356
ALPHA-33-928,62,Male,The Cautious Observer,68.1518,0.4401,0.6522,0.8450,0.8694,0.3709,0.6505,0.8769,0.3693,0.2094,0.5740
ALPHA-85-642,51,Male,The Disillusioned Artist,55.4185,0.3845,0.7858,0.7888,0.2293,0.9311,0.2465,0.4667,0.6224,0.3969,0.5155
ALPHA-60-627,64,Male,The Community Builder,79.7892,0.8621,0.3066,0.9120,0.1631,0.6005,0.7221,0.5745,0.4575,0.9260,0.8033
ALPHA-92-515,42,Female,The Idealistic Activist,70.0925,0.7792,0.1509,0.9594,0.6460,0.6165,0.1262,0.4947,0.6455,0.6286,0.8114
ALPHA-41-643,30,Female,The Disillusioned Artist,45.8432,0.2214,0.5981,0.7723,0.2219,0.8951,0.3487,0.3132,0.6257,0.4565,0.3851
ALPHA-06-502,36,Female,The Ambitious Entrepreneur,47.3983,0.2856,0.1474,0.2952,0.9703,0.2493,0.4395,0.3939,0.7158,0.6581,0.5745
ALPHA-74-341,39,Male,The Cautious Observer,62.8786,0.2255,0.9475,0.6670,0.4120,0.4166,0.6025,0.8124,0.8471,0.1478,0.7629
ALPHA-71-897,57,Female,The Cautious Observer,76.0938,0.4105,0.7466,0.8771,0.6478,0.7673,0.8298,0.7190,0.8032,0.1027,0.7493
ALPHA-84-259,35,Male,The Idealistic Activist,72.0360,0.8877,0.3858,0.7255,0.4784,0.3138,0.4787,0.3873,0.1671,0.6430,0.8263
ALPHA-00-750,47,Male,The Disillusioned Artist,49.6369,0.2039,0.8796,0.5729,0.6549,0.7378,0.2942,0.4302,0.3823,0.5884,0.7732
ALPHA-02-512,53,Female,The Community Builder,75.1582,0.9458,0.1978,0.9292,0.6125,0.8783,0.6045,0.8774,0.1714,0.8116,0.5063
ALPHA-26-873,22,Female,The Idealistic Activist,60.6734,0.5676,0.1562,0.7401,0.4717,0.3436,0.4631,0.2718,0.2104,0.6072,0.8703
ALPHA-82-045,26,Female,The Disillusioned Artist,54.8413,0.3482,0.5752,0.6668,0.2986,0.9385,0.2412,0.4905,0.3784,0.4824,0.7397
ALPHA-33-616,30,Male,The Community Builder,68.9026,0.8225,0.6981,0.7880,0.5047,0.1791,0.4421,0.7342,0.8639,0.7178,0.6232
ALPHA-85-992,58,Male,The Cautious Observer,68.0735,0.2258,0.9095,0.8548,0.7279,0.8246,0.6375,0.7289,0.3309,0.1175,0.6350
ALPHA-34-315,25,Female,The Idealistic Activist,60.5992,0.8568,0.7087,0.9556,0.5252,0.4036,0.2950,0.2534,0.7761,0.8661,0.6621
ALPHA-44-536,43,Male,The Stoic Engineer,55.0553,0.3292,0.4889,0.3203,0.2375,0.7302,0.6011,0.6816,0.7393,0.2611,0.2530
ALPHA-37-266,50,Male,The Ambitious Entrepreneur,61.7815,0.8909,0.8240,0.2385,0.8994,0.6445,0.6853,0.2023,0.7991,0.7144,0.7002
ALPHA-46-436,41,Female,The Cautious Observer,66.5476,0.4029,0.6133,0.7382,0.4806,0.3063,0.7112,0.8568,0.8043,0.2017,0.2375
ALPHA-36-417,38,Male,The Community Builder,73.0238,0.6554,0.7576,0.7261,0.2788,0.7915,0.7639,0.7030,0.1531,0.8643,0.6002
ALPHA-94-898,38,Female,The Disillusioned Artist,52.8999,0.2736,0.5792,0.7119,0.7035,0.7295,0.1103,0.3217,0.1021,0.2609,0.7782
ALPHA-12-146,28,Male,The Community Builder,76.6016,0.6137,0.8738,0.9233,0.2691,0.3918,0.7603,0.6460,0.3239,0.9730,0.7503
ALPHA-47-468,50,Male,The Stoic Engineer,66.0333,0.6726,0.3049,0.3476,0.7839,0.6077,0.7579,0.7719,0.8476,0.2715,0.5621
ALPHA-92-239,65,Male,The Disillusioned Artist,46.7266,0.4203,0.8833,0.5346,0.7556,0.7704,0.1494,0.5514,0.5061,0.2175,0.3944
ALPHA-56-516,27,Female,The Stoic Engineer,62.9530,0.3598,0.3362,0.3543,0.4621,0.8789,0.6784,0.5643,0.7734,0.2491,0.8423
ALPHA-25-359,38,Female,The Idealistic Activist,67.6021,0.7212,0.4432,0.7994,0.6736,0.8339,0.4910,0.3802,0.2225,0.7096,0.8860
ALPHA-67-495,23,Female,The Stoic Engineer,67.0611,0.6876,0.2510,0.8593,0.8655,0.6682,0.7583,0.6989,0.7718,0.2670,0.1535
ALPHA-91-612,68,Female,The Ambitious Entrepreneur,54.0668,0.8780,0.2449,0.4944,0.8742,0.4394,0.3734,0.1328,0.7143,0.7423,0.2910
ALPHA-98-638,56,Female,The Ambitious Entrepreneur,57.9884,0.8629,0.8270,0.2037,0.9597,0.6112,0.4121,0.1790,0.6043,0.5008,0.8102
ALPHA-47-491,47,Female,The Stoic Engineer,61.6639,0.5022,0.2304,0.3590,0.2757,0.9455,0.6162,0.8671,0.8594,0.3993,0.4651
ALPHA-36-028,34,Male,The Community Builder,76.0578,0.6125,0.8058,0.8385,0.5223,0.6763,0.5536,0.5834,0.8066,0.9323,0.8279
ALPHA-79-293,24,Male,The Stoic Engineer,61.8860,0.4677,0.4918,0.5261,0.6541,0.6586,0.6702,0.7232,0.8610,0.1436,0.4607
ALPHA-53-677,56,Male,The Disillusioned Artist,50.7502,0.1026,0.7876,0.6951,0.2232,0.8396,0.3456,0.4918,0.6548,0.2409,0.3352
ALPHA-55-813,54,Male,The Idealistic Activist,62.2580,0.7573,0.6813,0.8122,0.1097,0.4343,0.4136,0.2062,0.1246,0.6776,0.4052
ALPHA-65-475,45,Female,The Idealistic Activist,58.8913,0.5696,0.1033,0.9724,0.1535,0.3854,0.1013,0.2068,0.6951,0.7214,0.4172
ALPHA-67-109,41,Male,The Idealistic Activist,59.6217,0.5392,0.5094,0.9037,0.1223,0.6394,0.3979,0.4926,0.8387,0.6117,0.4362
ALPHA-71-492,56,Female,The Idealistic Activist,59.1885,0.5462,0.7541,0.9117,0.3823,0.3349,0.4044,0.4719,0.1362,0.9247,0.2877
ALPHA-94-145,48,Male,The Community Builder,72.9006,0.9460,0.2923,0.7219,0.5100,0.3647,0.6375,0.4722,0.1428,0.9208,0.6966
ALPHA-97-121,51,Female,The Cautious Observer,74.4871,0.4852,0.6065,0.4887,0.8651,0.6228,0.7695,0.7967,0.1262,0.1923,0.8211
ALPHA-99-284,59,Male,The Disillusioned Artist,41.6088,0.3875,0.5927,0.4924,0.8141,0.7118,0.1473,0.2889,0.7735,0.2879,0.2260
ALPHA-61-917,46,Male,The Disillusioned Artist,51.3362,0.4111,0.7696,0.5172,0.5071,0.9856,0.1913,0.4284,0.5575,0.3688,0.5671
ALPHA-57-918,18,Female,The Idealistic Activist,58.9846,0.8847,0.2753,0.7356,0.6886,0.8658,0.3523,0.3302,0.4591,0.6601,0.6182
ALPHA-45-925,35,Female,The Stoic Engineer,64.8937,0.6910,0.3409,0.5532,0.4725,0.8186,0.7650,0.5275,0.8385,0.3008,0.4422
ALPHA-14-935,20,Female,The Idealistic Activist,51.9189,0.8298,0.8888,0.8283,0.4462,0.3125,0.4260,0.2566,0.2447,0.6730,0.1125
ALPHA-53-087,48,Female,The Community Builder,70.9286,0.7927,0.1654,0.7325,0.3097,0.5638,0.5385,0.6111,0.7657,0.7713,0.7487
ALPHA-51-519,73,Female,The Stoic Engineer,64.2902,0.4472,0.4727,0.3569,0.7581,0.6656,0.8115,0.6344,0.8690,0.2563,0.6338
ALPHA-59-527,50,Male,The Cautious Observer,61.9802,0.2797,0.7259,0.5206,0.5235,0.3174,0.6320,0.8544,0.6166,0.2807,0.8075
ALPHA-20-463,54,Male,The Idealistic Activist,50.3998,0.5086,0.7695,0.7042,0.7034,0.7500,0.1159,0.4026,0.1496,0.8626,0.3978
ALPHA-43-726,61,Male,The Idealistic Activist,72.3687,0.8039,0.5091,0.9714,0.2082,0.3842,0.1574,0.4494,0.3276,0.6862,0.8725
ALPHA-84-605,51,Female,The Community Builder,78.1521,0.8003,0.7024,0.9555,0.3199,0.1744,0.6704,0.3168,0.3357,0.8440,0.8987
ALPHA-53-414,54,Male,The Community Builder,65.9099,0.7477,0.2130,0.8029,0.1973,0.4030,0.7991,0.3132,0.7044,0.8723,0.6573
ALPHA-70-881,48,Male,The Idealistic Activist,55.3371,0.7557,0.4475,0.7688,0.4431,0.2036,0.1243,0.4797,0.2377,0.6255,0.1168
ALPHA-08-807,40,Female,The Disillusioned Artist,50.6397,0.2055,0.5084,0.7419,0.8295,0.9822,0.3263,0.5367,0.7089,0.2243,0.4458
ALPHA-41-114,41,Female,The Stoic Engineer,65.9492,0.4343,0.4829,0.6952,0.5864,0.8279,0.9331,0.7746,0.7801,0.2204,0.1532
ALPHA-94-299,55,Female,The Community Builder,72.8311,0.6374,0.5187,0.9528,0.5502,0.2251,0.5527,0.7055,0.4713,0.8435,0.6147
ALPHA-59-166,42,Male,The Cautious Observer,74.8002,0.3975,0.8053,0.7975,0.2464,0.3835,0.6473,0.9484,0.4869,0.2255,0.5983
ALPHA-16-891,62,Female,The Disillusioned Artist,54.8114,0.2501,0.8688,0.7130,0.6203,0.8339,0.3139,0.3716,0.1741,0.3035,0.8281
ALPHA-45-402,33,Female,The Disillusioned Artist,54.5297,0.1535,0.5046,0.5598,0.4621,0.7129,0.2039,0.4028,0.7970,0.5560,0.8854
ALPHA-74-493,24,Male,The Cautious Observer,61.0188,0.2242,0.8363,0.1757,0.5928,0.6683,0.8062,0.9439,0.2929,0.3331,0.7041
ALPHA-20-523,51,Female,The Ambitious Entrepreneur,57.2527,0.4910,0.3674,0.4699,0.7770,0.6170,0.5364,0.3883,0.7879,0.6916,0.7902
ALPHA-87-678,52,Female,The Cautious Observer,58.3339,0.4342,0.7453,0.1444,0.3437,0.8864,0.7430,0.8013,0.3725,0.3668,0.4865
ALPHA-37-893,48,Female,The Idealistic Activist,68.7526,0.6754,0.8864,0.8718,0.1494,0.7951,0.2613,0.3340,0.1425,0.6108,0.7972
ALPHA-78-727,38,Female,The Disillusioned Artist,49.5619,0.3094,0.8725,0.4616,0.6095,0.7051,0.1060,0.4229,0.4078,0.3355,0.3493
ALPHA-23-346,22,Female,The Disillusioned Artist,52.6409,0.4411,0.5890,0.5237,0.3403,0.7870,0.3493,0.5615,0.6511,0.2084,0.6071
ALPHA-49-621,51,Male,The Stoic Engineer,68.1511,0.4698,0.4171,0.8648,0.1343,0.6088,0.9313,0.6660,0.7232,0.2150,0.4448
ALPHA-26-144,46,Female,The Disillusioned Artist,47.0537,0.2173,0.5110,0.5844,0.1112,0.9167,0.1220,0.3217,0.7544,0.3907,0.8405
ALPHA-06-733,38,Female,The Disillusioned Artist,56.6970,0.2143,0.6485,0.7620,0.1613,0.7595,0.2245,0.5578,0.2055,0.4789,0.4852
ALPHA-10-384,42,Female,The Stoic Engineer,67.1799,0.5649,0.3161,0.4670,0.2564,0.6347,0.6516,0.7796,0.7776,0.3718,0.6374
ALPHA-74-540,49,Male,The Disillusioned Artist,53.0451,0.4837,0.7272,0.5694,0.6042,0.7448,0.2587,0.4766,0.1599,0.3225,0.6057
ALPHA-43-182,59,Female,The Stoic Engineer,64.4248,0.4554,0.2596,0.2862,0.3441,0.8830,0.6757,0.6025,0.8064,0.1335,0.7714
ALPHA-57-780,48,Male,The Idealistic Activist,60.3804,0.8448,0.6355,0.8857,0.4110,0.3280,0.1400,0.3232,0.1655,0.9179,0.2769
ALPHA-95-737,66,Female,The Stoic Engineer,53.5608,0.4576,0.2233,0.2266,0.5061,0.8944,0.6899,0.7940,0.8983,0.3091,0.1859
ALPHA-93-727,49,Male,The Community Builder,76.3720,0.8775,0.8368,0.9659,0.3946,0.7891,0.7418,0.5661,0.6670,0.7334,0.8300
ALPHA-49-343,35,Female,The Cautious Observer,68.4409,0.2962,0.6309,0.8129,0.3225,0.1529,0.7177,0.7900,0.5050,0.2072,0.5908
ALPHA-49-385,32,Female,The Community Builder,65.9579,0.9444,0.2104,0.8248,0.1868,0.6798,0.5900,0.2252,0.6402,0.7342,0.5822
ALPHA-68-732,34,Male,The Ambitious Entrepreneur,69.7474,0.8297,0.8574,0.7284,0.7006,0.4318,0.5203,0.2068,0.6569,0.7451,0.8001
ALPHA-77-618,32,Male,The Idealistic Activist,58.1532,0.6558,0.3505,0.8138,0.7133,0.8161,0.3761,0.3687,0.8795,0.8908,0.3064
ALPHA-49-020,32,Male,The Ambitious Entrepreneur,63.2810,0.8192,0.4977,0.7213,0.7850,0.1950,0.6120,0.2800,0.6480,0.5065,0.5679
ALPHA-17-459,54,Male,The Idealistic Activist,72.3174,0.8566,0.5595,0.8360,0.5743,0.7217,0.4520,0.2421,0.2149,0.6527,0.8168
ALPHA-94-797,63,Male,The Disillusioned Artist,60.1415,0.4971,0.8528,0.6569,0.2879,0.9137,0.2215,0.3563,0.4397,0.3756,0.6791
ALPHA-59-795,23,Male,The Stoic Engineer,62.8357,0.3366,0.3512,0.6375,0.4133,0.6961,0.6292,0.5234,0.8035,0.2598,0.6009
ALPHA-64-649,58,Female,The Community Builder,56.6653,0.6235,0.6908,0.7299,0.2815,0.8188,0.5339,0.1255,0.7115,0.8615,0.5533
ALPHA-49-121,40,Male,The Ambitious Entrepreneur,46.9840,0.3488,0.8139,0.6882,0.9778,0.2622,0.6231,0.2736,0.6446,0.6133,0.1387
ALPHA-13-288,57,Male,The Stoic Engineer,58.3538,0.5135,0.2213,0.2612,0.1947,0.8570,0.8240,0.5029,0.8024,0.2069,0.5706
ALPHA-56-190,40,Male,The Ambitious Entrepreneur,43.4135,0.3834,0.3464,0.3863,0.9270,0.2535,0.3021,0.2132,0.7753,0.5169,0.3891
ALPHA-50-434,18,Male,The Disillusioned Artist,54.6160,0.4834,0.7668,0.6383,0.3253,0.8719,0.3820,0.5570,0.7143,0.5563,0.1035
ALPHA-81-945,55,Male,The Disillusioned Artist,51.2712,0.1922,0.5947,0.4962,0.3022,0.9768,0.1545,0.5022,0.8370,0.4978,0.4706
ALPHA-23-900,28,Female,The Stoic Engineer,68.4995,0.6947,0.4820,0.5914,0.2687,0.8171,0.7665,0.7376,0.7752,0.1922,0.7207
ALPHA-91-355,44,Female,The Cautious Observer,66.7097,0.2514,0.8295,0.4681,0.4158,0.1649,0.7527,0.8861,0.4425,0.2044,0.5686
ALPHA-80-841,41,Male,The Community Builder,74.6603,0.7982,0.3516,0.7266,0.5560,0.1675,0.6876,0.5295,0.2605,0.7274,0.7497
ALPHA-20-890,53,Female,The Cautious Observer,62.9166,0.3655,0.7028,0.2208,0.4142,0.6786,0.8487,0.8016,0.6407,0.2088,0.7909
ALPHA-28-607,62,Female,The Cautious Observer,71.3176,0.2249,0.8924,0.6938,0.4285,0.6219,0.7976,0.7175,0.2838,0.2639,0.7920
ALPHA-59-706,39,Female,The Community Builder,79.0266,0.8753,0.2707,0.9486,0.7411,0.6050,0.6309,0.8556,0.3575,0.7226,0.7711
ALPHA-76-169,21,Male,The Ambitious Entrepreneur,52.1766,0.5125,0.3861,0.3980,0.9402,0.5169,0.3068,0.3798,0.8109,0.7071,0.7198
ALPHA-22-969,42,Male,The Cautious Observer,69.4897,0.2269,0.8771,0.6631,0.2603,0.1290,0.8054,0.9206,0.7303,0.2891,0.8419
ALPHA-44-010,26,Female,The Disillusioned Artist,57.0640,0.3105,0.5448,0.6421,0.8236,0.8370,0.2857,0.2411,0.5849,0.5236,0.7197
ALPHA-99-747,40,Female,The Community Builder,82.2230,0.9006,0.6890,0.8840,0.4999,0.6425,0.5105,0.7856,0.4807,0.7921,0.8060
ALPHA-24-717,56,Male,The Idealistic Activist,63.7423,0.6753,0.1228,0.8942,0.2827,0.3739,0.4130,0.2887,0.8538,0.8494,0.4214
ALPHA-82-379,58,Male,The Community Builder,59.4252,0.7450,0.4092,0.9013,0.6544,0.4974,0.5459,0.2119,0.4799,0.7009,0.5379
ALPHA-08-605,16,Male,The Disillusioned Artist,60.7826,0.2891,0.6718,0.5979,0.1457,0.9245,0.2838,0.5337,0.6623,0.3511,0.8995
ALPHA-51-130,45,Male,The Idealistic Activist,69.6352,0.8777,0.2274,0.7886,0.7120,0.3182,0.4910,0.2389,0.8204,0.8176,0.6677
ALPHA-71-686,31,Male,The Cautious Observer,61.3991,0.2811,0.8191,0.4316,0.3677,0.2169,0.8107,0.8234,0.3449,0.3030,0.2134
ALPHA-21-818,39,Male,The Ambitious Entrepreneur,59.1013,0.4153,0.7657,0.8211,0.7436,0.6941,0.5822,0.1214,0.6078,0.7579,0.8735
ALPHA-24-293,49,Male,The Idealistic Activist,61.5821,0.8719,0.5084,0.9544,0.1265,0.8774,0.4263,0.2776,0.5170,0.6258,0.3410
ALPHA-73-350,44,Male,The Community Builder,71.5060,0.6834,0.3969,0.8172,0.8846,0.4548,0.5131,0.7122,0.1997,0.9640,0.7084
ALPHA-59-355,36,Male,The Disillusioned Artist,51.2466,0.4694,0.8015,0.4116,0.6851,0.8788,0.3127,0.2921,0.8553,0.2918,0.3505
ALPHA-91-804,25,Male,The Idealistic Activist,60.5466,0.8373,0.1961,0.7004,0.4114,0.1003,0.2304,0.2365,0.8810,0.6333,0.6889
ALPHA-07-917,34,Female,The Stoic Engineer,64.2376,0.5553,0.2782,0.5755,0.1849,0.7807,0.8440,0.6862,0.8617,0.1346,0.1047
ALPHA-14-439,46,Female,The Cautious Observer,72.6340,0.3414,0.6121,0.8016,0.6116,0.6257,0.8997,0.7414,0.7107,0.2090,0.7015
ALPHA-95-504,41,Female,The Community Builder,79.8862,0.7871,0.1386,0.8964,0.2874,0.5651,0.7485,0.6680,0.1474,0.9148,0.7614
ALPHA-43-334,53,Female,The Cautious Observer,63.9075,0.2004,0.8672,0.6384,0.1728,0.4429,0.7510,0.9178,0.4884,0.1658,0.3415
ALPHA-24-496,47,Female,The Community Builder,69.7623,0.6622,0.7650,0.9215,0.8869,0.6481,0.5433,0.6928,0.3394,0.8947,0.5042
ALPHA-87-023,25,Male,The Cautious Observer,62.2924,0.2177,0.6378,0.2123,0.5939,0.6274,0.8057,0.9054,0.1708,0.3897,0.8219
ALPHA-94-248,43,Male,The Idealistic Activist,53.2656,0.5729,0.7461,0.7219,0.4761,0.2032,0.2826,0.2566,0.1242,0.7204,0.2576
ALPHA-68-935,17,Female,The Idealistic Activist,55.4177,0.8528,0.5375,0.8648,0.2584,0.4894,0.1420,0.3131,0.1873,0.8971,0.4732
ALPHA-22-463,36,Male,The Disillusioned Artist,51.6956,0.3724,0.5493,0.5174,0.8609,0.7987,0.1466,0.5110,0.6974,0.3591,0.3515
ALPHA-70-810,18,Female,The Community Builder,67.1112,0.7671,0.6630,0.8696,0.1164,0.8055,0.6062,0.1977,0.4899,0.7712,0.6770
ALPHA-47-223,17,Female,The Ambitious Entrepreneur,54.6053,0.6038,0.5264,0.1736,0.8149,0.4761,0.5294,0.2577,0.9080,0.5950,0.8657
ALPHA-24-701,39,Male,The Disillusioned Artist,57.2343,0.2424,0.8958,0.6008,0.8290,0.9550,0.3910,0.3805,0.6792,0.5529,0.7027
ALPHA-47-772,48,Female,The Disillusioned Artist,44.4486,0.1231,0.8341,0.6203,0.7307,0.8662,0.3065,0.2967,0.8253,0.3066,0.2404
ALPHA-06-097,57,Male,The Stoic Engineer,63.5857,0.3213,0.2506,0.5288,0.3569,0.7629,0.8527,0.8358,0.8090,0.2146,0.3539
ALPHA-03-238,33,Female,The Community Builder,69.6473,0.6439,0.4385,0.8363,0.1347,0.6122,0.6061,0.2776,0.2275,0.7136,0.7430
ALPHA-24-689,53,Male,The Stoic Engineer,63.7826,0.5121,0.4449,0.6279,0.7023,0.8565,0.7485,0.7253,0.9158,0.3738,0.4855
ALPHA-59-157,51,Female,The Ambitious Entrepreneur,63.1007,0.7837,0.6977,0.2761,0.7969,0.3666,0.5338,0.3266,0.6354,0.5468,0.7786
ALPHA-68-017,51,Male,The Idealistic Activist,70.1411,0.6594,0.1941,0.9854,0.5574,0.6382,0.4559,0.3177,0.4099,0.9300,0.6212
ALPHA-75-488,33,Male,The Stoic Engineer,74.2612,0.6204,0.2823,0.8821,0.4134,0.8288,0.6435,0.5755,0.7325,0.2928,0.7146
ALPHA-00-181,55,Male,The Idealistic Activist,59.7295,0.5949,0.4322,0.7639,0.8076,0.1250,0.4783,0.2616,0.6588,0.7699,0.6247
ALPHA-44-941,46,Male,The Ambitious Entrepreneur,50.1073,0.3952,0.8745,0.6869,0.9113,0.2115,0.5049,0.1812,0.7620,0.8601,0.3926
ALPHA-29-120,37,Female,The Cautious Observer,54.0178,0.4543,0.6948,0.2983,0.2382,0.3151,0.8816,0.8206,0.4267,0.3363,0.1209
ALPHA-28-628,73,Male,The Community Builder,67.1236,0.7301,0.2987,0.9805,0.5922,0.4264,0.5205,0.4523,0.7481,0.7761,0.7260
ALPHA-27-601,59,Female,The Ambitious Entrepreneur,52.6940,0.5711,0.4708,0.3950,0.7571,0.5857,0.4393,0.1218,0.9006,0.8109,0.3412
ALPHA-61-866,52,Female,The Cautious Observer,59.6453,0.2395,0.8230,0.3454,0.2970,0.6372,0.7953,0.7741,0.2452,0.3341,0.4016
ALPHA-47-368,19,Male,The Community Builder,70.9712,0.7180,0.3416,0.8829,0.6085,0.6577,0.5189,0.4812,0.4642,0.9108,0.8470
ALPHA-58-914,28,Male,The Community Builder,70.5901,0.6913,0.4945,0.7309,0.1474,0.7823,0.5030,0.6523,0.5116,0.7626,0.5115
ALPHA-08-030,33,Male,The Idealistic Activist,50.8485,0.5080,0.6261,0.9757,0.1992,0.1840,0.1625,0.2763,0.4763,0.9057,0.4049
ALPHA-04-717,46,Female,The Ambitious Entrepreneur,57.7681,0.8230,0.5473,0.7419,0.7228,0.5489,0.3272,0.1518,0.9160,0.7110,0.1455
ALPHA-05-514,32,Male,The Community Builder,76.8968,0.6437,0.6352,0.8911,0.8049,0.1168,0.6600,0.6664,0.8075,0.9024,0.7808
ALPHA-13-062,69,Male,The Cautious Observer,67.8605,0.4769,0.7629,0.8411,0.3360,0.8196,0.8908,0.7638,0.7579,0.3207,0.1872
ALPHA-62-968,16,Male,The Community Builder,76.1876,0.7804,0.3801,0.7445,0.8748,0.1543,0.4557,0.8004,0.4068,0.9379,0.7302
ALPHA-04-410,31,Female,The Disillusioned Artist,57.3668,0.4075,0.7268,0.6371,0.2886,0.9203,0.1380,0.2230,0.1781,0.5986,0.7654
ALPHA-97-240,24,Male,The Cautious Observer,65.8229,0.4073,0.8862,0.6582,0.4703,0.6143,0.6872,0.9080,0.2652,0.2884,0.2654
ALPHA-72-180,65,Female,The Cautious Observer,67.5678,0.4758,0.6356,0.4983,0.3589,0.7614,0.6613,0.8840,0.6221,0.2633,0.5765
ALPHA-64-026,38,Male,The Ambitious Entrepreneur,49.3805,0.2277,0.2041,0.3445,0.8053,0.3419,0.6732,0.2203,0.7641,0.6403,0.4027
ALPHA-61-907,45,Male,The Ambitious Entrepreneur,49.0011,0.3021,0.3587,0.8596,0.7185,0.2510,0.3789,0.2234,0.7604,0.5166,0.1813
ALPHA-07-522,48,Female,The Idealistic Activist,62.8257,0.5659,0.4422,0.9050,0.6942,0.4990,0.3384,0.3819,0.3493,0.7757,0.7026
ALPHA-69-426,31,Male,The Stoic Engineer,57.0798,0.4294,0.2831,0.5395,0.6108,0.8132,0.6884,0.6169,0.7245,0.2995,0.1798
ALPHA-05-459,55,Female,The Community Builder,63.5512,0.9098,0.8658,0.7684,0.6637,0.7933,0.5931,0.2703,0.8315,0.8803,0.5516
ALPHA-93-145,38,Female,The Stoic Engineer,62.2981,0.4126,0.2733,0.8579,0.6400,0.8884,0.6705,0.5697,0.7098,0.2955,0.1569
ALPHA-93-492,19,Male,The Idealistic Activist,65.7158,0.6996,0.8261,0.9077,0.8234,0.7246,0.2760,0.4733,0.5832,0.6623,0.8827
ALPHA-10-518,58,Male,The Ambitious Entrepreneur,61.1778,0.8799,0.4004,0.4593,0.8532,0.2057,0.4502,0.3259,0.8822,0.8879,0.8708
ALPHA-62-077,48,Female,The Community Builder,76.6766,0.6175,0.4137,0.9281,0.4638,0.7386,0.5355,0.8633,0.2138,0.7196,0.7370
ALPHA-41-792,49,Male,The Cautious Observer,70.8388,0.2609,0.9440,0.8940,0.2689,0.4032,0.7240,0.8957,0.5711,0.1201,0.7574
ALPHA-33-628,47,Male,The Community Builder,71.1643,0.8904,0.6122,0.9092,0.6701,0.8716,0.4160,0.2909,0.1539,0.8412,0.7692
ALPHA-00-539,37,Male,The Cautious Observer,67.5971,0.4385,0.7789,0.6994,0.3239,0.8857,0.8960,0.7555,0.1792,0.1769,0.1148
ALPHA-25-832,45,Male,The Disillusioned Artist,53.8899,0.2613,0.5559,0.7599,0.8662,0.7316,0.1638,0.3428,0.1403,0.2499,0.5303
ALPHA-98-705,64,Female,The Idealistic Activist,55.6482,0.8052,0.2709,0.9504,0.8575,0.2192,0.1534,0.2427,0.3832,0.7006,0.4780
ALPHA-31-242,49,Female,The Ambitious Entrepreneur,57.9982,0.4662,0.6545,0.8346,0.8262,0.3683,0.3738,0.2500,0.7873,0.6976,0.6776
ALPHA-46-064,42,Female,The Ambitious Entrepreneur,44.4574,0.2624,0.8492,0.7392,0.9017,0.2257,0.6335,0.1006,0.7098,0.6268,0.1468
ALPHA-37-963,69,Male,The Cautious Observer,65.9368,0.4625,0.6928,0.7433,0.4579,0.7566,0.7386,0.8127,0.6422,0.1470,0.1384
ALPHA-03-422,59,Male,The Disillusioned Artist,48.5877,0.1144,0.5771,0.6766,0.5426,0.8958,0.1644,0.3663,0.8554,0.3531,0.5100
ALPHA-59-419,35,Female,The Stoic Engineer,63.1667,0.4527,0.2565,0.4710,0.5380,0.8299,0.8568,0.5462,0.7851,0.3213,0.3175
ALPHA-17-462,51,Male,The Ambitious Entrepreneur,42.5480,0.1274,0.5920,0.5667,0.7279,0.3278,0.4336,0.3089,0.6341,0.5645,0.3184
ALPHA-98-101,30,Male,The Cautious Observer,61.5210,0.2006,0.6180,0.6577,0.2119,0.3508,0.8120,0.7976,0.8415,0.2013,0.4892
ALPHA-38-754,60,Male,The Cautious Observer,74.0519,0.4157,0.7931,0.6277,0.5199,0.5312,0.8492,0.8754,0.1922,0.1941,0.8095
ALPHA-17-217,35,Male,The Disillusioned Artist,47.3503,0.3497,0.8950,0.5003,0.2356,0.9753,0.2753,0.2786,0.2303,0.2032,0.1585
ALPHA-19-425,16,Male,The Community Builder,73.6145,0.8179,0.8940,0.8256,0.5516,0.5516,0.5841,0.6007,0.3547,0.8004,0.7908
ALPHA-28-275,29,Female,The Community Builder,74.5429,0.7870,0.2778,0.8985,0.3012,0.4089,0.7014,0.6162,0.8712,0.9852,0.5492
